image_id,image_path,annotation_path,has_annotation
IMG002763,/content/drive/MyDrive/TumorDataset/sample_data/IMG002763.jpeg,,0
IMG002790,/content/drive/MyDrive/TumorDataset/sample_data/IMG002790.jpeg,,0
IMG002750,/content/drive/MyDrive/TumorDataset/sample_data/IMG002750.jpeg,,0
IMG002788,/content/drive/MyDrive/TumorDataset/sample_data/IMG002788.jpeg,,0
IMG002827,/content/drive/MyDrive/TumorDataset/sample_data/IMG002827.jpeg,,0
IMG002785,/content/drive/MyDrive/TumorDataset/sample_data/IMG002785.jpeg,,0
IMG002751,/content/drive/MyDrive/TumorDataset/sample_data/IMG002751.jpeg,,0
IMG002815,/content/drive/MyDrive/TumorDataset/sample_data/IMG002815.jpeg,,0
IMG002766,/content/drive/MyDrive/TumorDataset/sample_data/IMG002766.jpeg,,0
IMG002825,/content/drive/MyDrive/TumorDataset/sample_data/IMG002825.jpeg,,0
IMG002803,/content/drive/MyDrive/TumorDataset/sample_data/IMG002803.jpeg,,0
IMG002798 (1),/content/drive/MyDrive/TumorDataset/sample_data/IMG002798 (1).jpeg,,0
IMG002801 (1),/content/drive/MyDrive/TumorDataset/sample_data/IMG002801 (1).jpeg,,0
IMG002820,/content/drive/MyDrive/TumorDataset/sample_data/IMG002820.jpeg,,0
IMG002817,/content/drive/MyDrive/TumorDataset/sample_data/IMG002817.jpeg,,0
IMG002773,/content/drive/MyDrive/TumorDataset/sample_data/IMG002773.jpeg,,0
IMG002798,/content/drive/MyDrive/TumorDataset/sample_data/IMG002798.jpeg,,0
IMG002809,/content/drive/MyDrive/TumorDataset/sample_data/IMG002809.jpeg,,0
IMG002791,/content/drive/MyDrive/TumorDataset/sample_data/IMG002791.jpeg,,0
IMG002812,/content/drive/MyDrive/TumorDataset/sample_data/IMG002812.jpeg,,0
IMG002802,/content/drive/MyDrive/TumorDataset/sample_data/IMG002802.jpeg,,0
IMG002764,/content/drive/MyDrive/TumorDataset/sample_data/IMG002764.jpeg,,0
IMG002811,/content/drive/MyDrive/TumorDataset/sample_data/IMG002811.jpeg,,0
IMG002807,/content/drive/MyDrive/TumorDataset/sample_data/IMG002807.jpeg,,0
IMG002777,/content/drive/MyDrive/TumorDataset/sample_data/IMG002777.jpeg,,0
IMG002806 (1),/content/drive/MyDrive/TumorDataset/sample_data/IMG002806 (1).jpeg,,0
IMG002757,/content/drive/MyDrive/TumorDataset/sample_data/IMG002757.jpeg,,0
IMG002759,/content/drive/MyDrive/TumorDataset/sample_data/IMG002759.jpeg,,0
IMG002794,/content/drive/MyDrive/TumorDataset/sample_data/IMG002794.jpeg,,0
IMG002816,/content/drive/MyDrive/TumorDataset/sample_data/IMG002816.jpeg,,0
IMG002823,/content/drive/MyDrive/TumorDataset/sample_data/IMG002823.jpeg,,0
IMG002829,/content/drive/MyDrive/TumorDataset/sample_data/IMG002829.jpeg,,0
IMG002828,/content/drive/MyDrive/TumorDataset/sample_data/IMG002828.jpeg,,0
IMG002745,/content/drive/MyDrive/TumorDataset/sample_data/IMG002745.jpeg,,0
IMG002810 (1),/content/drive/MyDrive/TumorDataset/sample_data/IMG002810 (1).jpeg,,0
IMG002818,/content/drive/MyDrive/TumorDataset/sample_data/IMG002818.jpeg,,0
IMG002792,/content/drive/MyDrive/TumorDataset/sample_data/IMG002792.jpeg,,0
IMG002799,/content/drive/MyDrive/TumorDataset/sample_data/IMG002799.jpeg,,0
IMG002830,/content/drive/MyDrive/TumorDataset/sample_data/IMG002830.jpeg,,0
IMG002795,/content/drive/MyDrive/TumorDataset/sample_data/IMG002795.jpeg,,0
IMG002776,/content/drive/MyDrive/TumorDataset/sample_data/IMG002776.jpeg,,0
IMG002808,/content/drive/MyDrive/TumorDataset/sample_data/IMG002808.jpeg,,0
IMG002805 (1),/content/drive/MyDrive/TumorDataset/sample_data/IMG002805 (1).jpeg,,0
IMG002784,/content/drive/MyDrive/TumorDataset/sample_data/IMG002784.jpeg,,0
IMG002781,/content/drive/MyDrive/TumorDataset/sample_data/IMG002781.jpeg,,0
IMG002758,/content/drive/MyDrive/TumorDataset/sample_data/IMG002758.jpeg,,0
IMG002770,/content/drive/MyDrive/TumorDataset/sample_data/IMG002770.jpeg,,0
IMG002826,/content/drive/MyDrive/TumorDataset/sample_data/IMG002826.jpeg,,0
IMG002753,/content/drive/MyDrive/TumorDataset/sample_data/IMG002753.jpeg,,0
IMG002778,/content/drive/MyDrive/TumorDataset/sample_data/IMG002778.jpeg,,0
IMG002814,/content/drive/MyDrive/TumorDataset/sample_data/IMG002814.jpeg,,0
IMG002767,/content/drive/MyDrive/TumorDataset/sample_data/IMG002767.jpeg,,0
IMG002822,/content/drive/MyDrive/TumorDataset/sample_data/IMG002822.jpeg,,0
IMG002772,/content/drive/MyDrive/TumorDataset/sample_data/IMG002772.jpeg,,0
IMG002797,/content/drive/MyDrive/TumorDataset/sample_data/IMG002797.jpeg,,0
IMG002821,/content/drive/MyDrive/TumorDataset/sample_data/IMG002821.jpeg,,0
IMG002755,/content/drive/MyDrive/TumorDataset/sample_data/IMG002755.jpeg,,0
IMG002793,/content/drive/MyDrive/TumorDataset/sample_data/IMG002793.jpeg,,0
IMG002780,/content/drive/MyDrive/TumorDataset/sample_data/IMG002780.jpeg,,0
IMG002775,/content/drive/MyDrive/TumorDataset/sample_data/IMG002775.jpeg,,0
IMG002771,/content/drive/MyDrive/TumorDataset/sample_data/IMG002771.jpeg,,0
IMG002806,/content/drive/MyDrive/TumorDataset/sample_data/IMG002806.jpeg,,0
IMG002752,/content/drive/MyDrive/TumorDataset/sample_data/IMG002752.jpeg,,0
IMG002779,/content/drive/MyDrive/TumorDataset/sample_data/IMG002779.jpeg,,0
IMG002765,/content/drive/MyDrive/TumorDataset/sample_data/IMG002765.jpeg,,0
IMG002746,/content/drive/MyDrive/TumorDataset/sample_data/IMG002746.jpeg,,0
IMG002769,/content/drive/MyDrive/TumorDataset/sample_data/IMG002769.jpeg,,0
IMG002804,/content/drive/MyDrive/TumorDataset/sample_data/IMG002804.jpeg,,0
IMG002824,/content/drive/MyDrive/TumorDataset/sample_data/IMG002824.jpeg,,0
IMG002783,/content/drive/MyDrive/TumorDataset/sample_data/IMG002783.jpeg,,0
IMG002805,/content/drive/MyDrive/TumorDataset/sample_data/IMG002805.jpeg,,0
IMG002800,/content/drive/MyDrive/TumorDataset/sample_data/IMG002800.jpeg,,0
IMG002801,/content/drive/MyDrive/TumorDataset/sample_data/IMG002801.jpeg,,0
IMG002756,/content/drive/MyDrive/TumorDataset/sample_data/IMG002756.jpeg,,0
IMG002754,/content/drive/MyDrive/TumorDataset/sample_data/IMG002754.jpeg,,0
IMG002748,/content/drive/MyDrive/TumorDataset/sample_data/IMG002748.jpeg,,0
IMG002810,/content/drive/MyDrive/TumorDataset/sample_data/IMG002810.jpeg,,0
IMG002796,/content/drive/MyDrive/TumorDataset/sample_data/IMG002796.jpeg,,0
IMG002747,/content/drive/MyDrive/TumorDataset/sample_data/IMG002747.jpeg,,0
IMG002789,/content/drive/MyDrive/TumorDataset/sample_data/IMG002789.jpeg,,0
IMG002786,/content/drive/MyDrive/TumorDataset/sample_data/IMG002786.jpeg,,0
IMG002774,/content/drive/MyDrive/TumorDataset/sample_data/IMG002774.jpeg,,0
IMG002782,/content/drive/MyDrive/TumorDataset/sample_data/IMG002782.jpeg,,0
IMG002787,/content/drive/MyDrive/TumorDataset/sample_data/IMG002787.jpeg,,0
IMG002768,/content/drive/MyDrive/TumorDataset/sample_data/IMG002768.jpeg,,0
IMG002842,/content/drive/MyDrive/TumorDataset/sample_data/IMG002842.jpeg,,0
IMG002870,/content/drive/MyDrive/TumorDataset/sample_data/IMG002870.jpeg,,0
IMG002868,/content/drive/MyDrive/TumorDataset/sample_data/IMG002868.jpeg,,0
IMG002912,/content/drive/MyDrive/TumorDataset/sample_data/IMG002912.jpeg,,0
IMG002857,/content/drive/MyDrive/TumorDataset/sample_data/IMG002857.jpeg,,0
IMG002915,/content/drive/MyDrive/TumorDataset/sample_data/IMG002915.jpeg,,0
IMG002871,/content/drive/MyDrive/TumorDataset/sample_data/IMG002871.jpeg,,0
IMG002888,/content/drive/MyDrive/TumorDataset/sample_data/IMG002888.jpeg,,0
IMG002896,/content/drive/MyDrive/TumorDataset/sample_data/IMG002896.jpeg,,0
IMG002849,/content/drive/MyDrive/TumorDataset/sample_data/IMG002849.jpeg,,0
IMG002845,/content/drive/MyDrive/TumorDataset/sample_data/IMG002845.jpeg,,0
IMG002869,/content/drive/MyDrive/TumorDataset/sample_data/IMG002869.jpeg,,0
IMG002856,/content/drive/MyDrive/TumorDataset/sample_data/IMG002856.jpeg,,0
IMG002889,/content/drive/MyDrive/TumorDataset/sample_data/IMG002889.jpeg,,0
IMG002886,/content/drive/MyDrive/TumorDataset/sample_data/IMG002886.jpeg,,0
IMG002861,/content/drive/MyDrive/TumorDataset/sample_data/IMG002861.jpeg,,0
IMG002859,/content/drive/MyDrive/TumorDataset/sample_data/IMG002859.jpeg,,0
IMG002909,/content/drive/MyDrive/TumorDataset/sample_data/IMG002909.jpeg,,0
IMG002897,/content/drive/MyDrive/TumorDataset/sample_data/IMG002897.jpeg,,0
IMG002838,/content/drive/MyDrive/TumorDataset/sample_data/IMG002838.jpeg,,0
IMG002865,/content/drive/MyDrive/TumorDataset/sample_data/IMG002865.jpeg,,0
IMG002843,/content/drive/MyDrive/TumorDataset/sample_data/IMG002843.jpeg,,0
IMG002862,/content/drive/MyDrive/TumorDataset/sample_data/IMG002862.jpeg,,0
IMG002876,/content/drive/MyDrive/TumorDataset/sample_data/IMG002876.jpeg,,0
IMG002854,/content/drive/MyDrive/TumorDataset/sample_data/IMG002854.jpeg,,0
IMG002902,/content/drive/MyDrive/TumorDataset/sample_data/IMG002902.jpeg,,0
IMG002914,/content/drive/MyDrive/TumorDataset/sample_data/IMG002914.jpeg,,0
IMG002883,/content/drive/MyDrive/TumorDataset/sample_data/IMG002883.jpeg,,0
IMG002866,/content/drive/MyDrive/TumorDataset/sample_data/IMG002866.jpeg,,0
IMG002894,/content/drive/MyDrive/TumorDataset/sample_data/IMG002894.jpeg,,0
IMG002839,/content/drive/MyDrive/TumorDataset/sample_data/IMG002839.jpeg,,0
IMG002855,/content/drive/MyDrive/TumorDataset/sample_data/IMG002855.jpeg,,0
IMG002846,/content/drive/MyDrive/TumorDataset/sample_data/IMG002846.jpeg,,0
IMG002874,/content/drive/MyDrive/TumorDataset/sample_data/IMG002874.jpeg,,0
IMG002890,/content/drive/MyDrive/TumorDataset/sample_data/IMG002890.jpeg,,0
IMG002899,/content/drive/MyDrive/TumorDataset/sample_data/IMG002899.jpeg,,0
IMG002835,/content/drive/MyDrive/TumorDataset/sample_data/IMG002835.jpeg,,0
IMG002872,/content/drive/MyDrive/TumorDataset/sample_data/IMG002872.jpeg,,0
IMG002863,/content/drive/MyDrive/TumorDataset/sample_data/IMG002863.jpeg,,0
IMG002881,/content/drive/MyDrive/TumorDataset/sample_data/IMG002881.jpeg,,0
IMG002852,/content/drive/MyDrive/TumorDataset/sample_data/IMG002852.jpeg,,0
IMG002867,/content/drive/MyDrive/TumorDataset/sample_data/IMG002867.jpeg,,0
IMG002913,/content/drive/MyDrive/TumorDataset/sample_data/IMG002913.jpeg,,0
IMG002837,/content/drive/MyDrive/TumorDataset/sample_data/IMG002837.jpeg,,0
IMG002864,/content/drive/MyDrive/TumorDataset/sample_data/IMG002864.jpeg,,0
IMG002901,/content/drive/MyDrive/TumorDataset/sample_data/IMG002901.jpeg,,0
IMG002844,/content/drive/MyDrive/TumorDataset/sample_data/IMG002844.jpeg,,0
IMG002832,/content/drive/MyDrive/TumorDataset/sample_data/IMG002832.jpeg,,0
IMG002908,/content/drive/MyDrive/TumorDataset/sample_data/IMG002908.jpeg,,0
IMG002904,/content/drive/MyDrive/TumorDataset/sample_data/IMG002904.jpeg,,0
IMG002851,/content/drive/MyDrive/TumorDataset/sample_data/IMG002851.jpeg,,0
IMG002895,/content/drive/MyDrive/TumorDataset/sample_data/IMG002895.jpeg,,0
IMG002841,/content/drive/MyDrive/TumorDataset/sample_data/IMG002841.jpeg,,0
IMG002907,/content/drive/MyDrive/TumorDataset/sample_data/IMG002907.jpeg,,0
IMG002917,/content/drive/MyDrive/TumorDataset/sample_data/IMG002917.jpeg,,0
IMG002875,/content/drive/MyDrive/TumorDataset/sample_data/IMG002875.jpeg,,0
IMG002916,/content/drive/MyDrive/TumorDataset/sample_data/IMG002916.jpeg,,0
IMG002847,/content/drive/MyDrive/TumorDataset/sample_data/IMG002847.jpeg,,0
IMG002850,/content/drive/MyDrive/TumorDataset/sample_data/IMG002850.jpeg,,0
IMG002858,/content/drive/MyDrive/TumorDataset/sample_data/IMG002858.jpeg,,0
IMG002873,/content/drive/MyDrive/TumorDataset/sample_data/IMG002873.jpeg,,0
IMG002879,/content/drive/MyDrive/TumorDataset/sample_data/IMG002879.jpeg,,0
IMG002898,/content/drive/MyDrive/TumorDataset/sample_data/IMG002898.jpeg,,0
IMG002834,/content/drive/MyDrive/TumorDataset/sample_data/IMG002834.jpeg,,0
IMG002848,/content/drive/MyDrive/TumorDataset/sample_data/IMG002848.jpeg,,0
IMG002880,/content/drive/MyDrive/TumorDataset/sample_data/IMG002880.jpeg,,0
IMG002903,/content/drive/MyDrive/TumorDataset/sample_data/IMG002903.jpeg,,0
IMG002911,/content/drive/MyDrive/TumorDataset/sample_data/IMG002911.jpeg,,0
IMG002885,/content/drive/MyDrive/TumorDataset/sample_data/IMG002885.jpeg,,0
IMG002891,/content/drive/MyDrive/TumorDataset/sample_data/IMG002891.jpeg,,0
IMG002893,/content/drive/MyDrive/TumorDataset/sample_data/IMG002893.jpeg,,0
IMG002877,/content/drive/MyDrive/TumorDataset/sample_data/IMG002877.jpeg,,0
IMG002882,/content/drive/MyDrive/TumorDataset/sample_data/IMG002882.jpeg,,0
IMG002910,/content/drive/MyDrive/TumorDataset/sample_data/IMG002910.jpeg,,0
IMG002853,/content/drive/MyDrive/TumorDataset/sample_data/IMG002853.jpeg,,0
IMG002905,/content/drive/MyDrive/TumorDataset/sample_data/IMG002905.jpeg,,0
IMG002840,/content/drive/MyDrive/TumorDataset/sample_data/IMG002840.jpeg,,0
IMG002900,/content/drive/MyDrive/TumorDataset/sample_data/IMG002900.jpeg,,0
IMG002836,/content/drive/MyDrive/TumorDataset/sample_data/IMG002836.jpeg,,0
IMG002860,/content/drive/MyDrive/TumorDataset/sample_data/IMG002860.jpeg,,0
IMG002833,/content/drive/MyDrive/TumorDataset/sample_data/IMG002833.jpeg,,0
IMG002887,/content/drive/MyDrive/TumorDataset/sample_data/IMG002887.jpeg,,0
IMG002884,/content/drive/MyDrive/TumorDataset/sample_data/IMG002884.jpeg,,0
